order_Quantity,customer_Name,customer_ID,order_Date,Expected_Delivery_date,delivery_Date,Actual_Delivery_Days,order_ID,order_Tailor,order_Type,Total_Amount,order_Tax,order_Discount,delivery_Type,delivery_Order_Ref,order_Delivered_Quantity,delivery_Quantity,Month,order_Tailor_Name,Expected_Delivery_Days,Tailoring_Style,size,length_cm,width_cm,sleeve_cm,fabric_meters,Price_Per_Unit,Fabric_Price_Per_Meter,Satisfaction,Dissatisfaction_Reason,Days_Difference
3,Ya***,1226,2025-09-02,2025-09-09,2025-09-07,5.0,2923,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2923,3,3,September,Factory                                          ,7,Emirati,L,72.5,54.5,22.5,1.9,233.3333333333333,122.8070175438597,1,,5.0
3,Mo*****,1918,2025-09-02,2025-09-09,2025-09-14,12.0,2924,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2924,3,3,September,Factory                                          ,7,Emirati,S,68.5,48.5,21.5,1.8,300.0,166.6666666666667,1,,12.0
3,Ah***,2208,2025-09-02,2025-09-09,2025-09-25,23.0,2916,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2916,3,3,September,Factory                                          ,7,Modern Slim Fit,M,72.0,53.0,22.5,1.85,233.3333333333333,126.1261261261261,0,Major Delivery Delay (16 days),23.0
3,Sa***,1095,2025-09-02,2025-09-09,2025-09-07,5.0,2922,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2922,3,3,September,Factory                                          ,7,Saudi Classic,XXI,76.0,58.0,24.0,2.0,300.0,150.0,1,,5.0
6,Ab Jo,166,2025-09-02,2025-09-09,2025-09-27,25.0,2915,001,Tailoring,1600.0,208.695652173913,800.0,Recived,2915,6,6,September,Factory                                          ,7,Modern Slim Fit,M,73.5,53.5,21.5,1.85,266.6666666666667,144.1441441441441,0,Major Delivery Delay (18 days),25.0
3,Sa****,1991,2025-09-02,2025-09-09,2025-09-08,6.0,2917,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2917,3,3,September,Factory                                          ,7,Modern Slim Fit,L,74.5,55.0,23.0,1.9,300.0,157.8947368421053,1,,6.0
6,Wa****,2315,2025-09-02,2025-09-09,2025-09-11,9.0,2913,001,Tailoring,1600.0,208.695652173913,800.0,Recived,2913,6,6,September,Factory                                          ,7,Saudi Classic,M,70.5,52.0,22.5,1.85,266.6666666666667,144.1441441441441,1,,9.0
6,Wa****,2315,2025-09-02,2025-09-09,2025-09-11,9.0,2913,001,Tailoring,1600.0,208.695652173913,800.0,Recived,2913,6,0,September,Factory                                          ,7,Emirati,XL,75.0,55.0,23.0,1.95,266.6666666666667,136.7521367521368,1,,9.0
6,Fa****,165,2025-09-02,2025-09-09,2025-09-11,9.0,2914,001,Tailoring,1600.0,208.695652173913,800.0,Recived,2914,6,6,September,Factory                                          ,7,Saudi Classic,XXXXL,81.5,59.5,25.5,2.1,266.6666666666667,126.984126984127,1,,9.0
3,Mu***,2316,2025-09-02,2025-09-09,2025-09-16,14.0,2912,001,Tailoring,999.9999999999998,130.4347826086956,450.0,Recived,2912,3,3,September,Factory                                          ,7,Emirati,XXI,78.0,58.0,23.5,2.0,333.3333333333333,166.6666666666667,0,Delivery Delay (7 days),14.0
3,Mi*****,2314,2025-09-02,2025-09-09,2025-09-05,3.0,2911,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2911,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,78.0,56.0,23.5,2.0,300.0,150.0,1,,3.0
3,Ab******,2313,2025-09-02,2025-09-09,2025-09-04,2.0,2910,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2910,3,3,September,Factory                                          ,7,Emirati,M,73.5,53.5,22.0,1.85,233.3333333333333,126.1261261261261,1,,2.0
1,Ah***,1287,2025-09-02,2025-09-09,2025-09-06,4.0,2909,001,Tailoring,300.0,39.1304347826087,0.0,Recived,2909,1,1,September,Factory                                          ,7,Modern Slim Fit,XXI,75.5,56.5,24.5,2.0,300.0,150.0,1,,4.0
3,Ib******,2324,2025-09-03,2025-09-10,,,2935,001,Tailoring,900.0,117.3913043478261,350.0,Recived,2935,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.0,55.5,22.5,1.95,300.0,153.8461538461538,1,,7.0
3,Fa***,2323,2025-09-03,2025-09-10,2025-09-14,11.0,2934,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2934,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,73.5,54.5,22.5,1.95,233.3333333333333,119.6581196581197,1,,11.0
3,Fa***,2323,2025-09-03,2025-09-10,2025-09-14,11.0,2934,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2934,3,0,September,Factory                                          ,7,Modern Slim Fit,XXXXL,81.0,62.0,24.5,2.1,233.3333333333333,111.1111111111111,1,,11.0
3,Mo*****,2310,2025-09-03,2025-09-10,2025-09-09,6.0,2933,001,Tailoring,900.0,117.3913043478261,350.0,Recived,2933,3,3,September,Factory                                          ,7,Modern Slim Fit,XXXXL,80.0,61.0,25.5,2.1,300.0,142.8571428571429,1,,6.0
3,Ab******,2322,2025-09-03,2025-09-10,2025-09-15,12.0,2932,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2932,3,3,September,Factory                                          ,7,Modern Slim Fit,M,72.0,50.5,22.5,1.85,233.3333333333333,126.1261261261261,1,,12.0
3,Ab*******,2321,2025-09-03,2025-09-10,2025-09-16,13.0,2931,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2931,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,81.5,62.5,24.5,2.1,233.3333333333333,111.1111111111111,1,,13.0
3,Mo*****,2319,2025-09-03,2025-09-10,2025-09-14,11.0,2930,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2930,3,3,September,Factory                                          ,7,Emirati,S,70.0,51.0,21.0,1.8,300.0,166.6666666666667,1,,11.0
3,Az***,2320,2025-09-03,2025-09-10,2025-09-14,11.0,2929,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2929,3,3,September,Factory                                          ,7,Modern Slim Fit,M,70.5,50.5,22.0,1.85,300.0,162.1621621621622,1,,11.0
3,Sa***,1504,2025-09-03,2025-09-10,2025-09-13,10.0,2926,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2926,3,3,September,Factory                                          ,7,Modern Slim Fit,L,75.0,55.5,22.5,1.9,300.0,157.8947368421053,1,,10.0
3,Ha***,1503,2025-09-03,2025-09-10,2025-09-13,10.0,2927,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2927,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.0,56.0,22.5,1.95,300.0,153.8461538461538,1,,10.0
3,Ab*********,2325,2025-09-03,2025-09-10,,,2936,001,Tailoring,950.0,123.9130434782609,350.0,Recived,2936,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,76.5,57.5,24.0,2.0,316.6666666666667,158.3333333333333,1,,7.0
4,Mo*****,2318,2025-09-03,2025-09-10,2025-09-29,26.0,2925,001,Tailoring,1200.0,156.5217391304348,450.0,Recived,2925,4,4,September,Factory                                          ,7,Saudi Classic,L,74.5,53.0,23.0,1.9,300.0,157.8947368421053,0,Major Delivery Delay (19 days),26.0
3,Ab******,953,2025-09-03,2025-09-10,2025-09-13,10.0,2928,001,Tailoring,900.0,117.3913043478261,400.0,Recived,2928,3,3,September,Factory                                          ,7,Saudi Classic,XXI,76.0,56.5,24.5,2.0,300.0,150.0,1,,10.0
3,Ra****,943,2025-09-04,2025-09-11,2025-09-11,7.0,2940,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2940,3,3,September,Factory                                          ,7,Saudi Classic,L,74.0,54.0,23.5,1.9,233.3333333333333,122.8070175438597,1,,7.0
2,Ab*******,1079,2025-09-04,2025-09-11,2025-09-09,5.0,2941,001,Tailoring,400.0,52.17391304347826,60.0,Recived,2941,2,2,September,Factory                                          ,7,Saudi Classic,L,75.5,54.5,23.0,1.9,200.0,105.2631578947368,1,,5.0
3,Ra**,2328,2025-09-04,2025-09-11,2025-09-09,5.0,2942,001,Tailoring,899.9999999999998,117.3913043478261,450.0,Recived,2942,3,3,September,Factory                                          ,7,Emirati,S,71.5,49.5,21.0,1.8,300.0,166.6666666666667,1,,5.0
3,Ma***,2239,2025-09-04,2025-09-11,2025-09-28,24.0,2943,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2943,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,82.0,60.5,24.5,2.1,233.3333333333333,111.1111111111111,0,Major Delivery Delay (17 days),24.0
3,Mo*****,2215,2025-09-04,2025-09-11,2025-09-22,18.0,2939,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2939,3,3,September,Factory                                          ,7,Modern Slim Fit,M,70.5,53.5,21.5,1.85,233.3333333333333,126.1261261261261,0,Major Delivery Delay (11 days),18.0
1,Al*****,2326,2025-09-04,2025-09-11,,,2938,001,Tailoring,370.0,48.26086956521739,0.0,Recived,2938,1,1,September,Factory                                          ,7,Modern Slim Fit,XL,75.5,55.0,23.0,1.95,370.0,189.7435897435898,1,,7.0
3,Az***,472,2025-09-04,2025-09-11,2025-09-05,1.0,2937,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2937,3,3,September,Factory                                          ,7,Saudi Classic,S,69.5,50.5,21.0,1.8,233.3333333333333,129.6296296296296,1,,1.0
3,Fa***,2330,2025-09-05,2025-09-12,2025-09-19,14.0,2952,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2952,3,3,September,Factory                                          ,7,Saudi Classic,XXI,78.5,58.5,24.5,2.0,233.3333333333333,116.6666666666667,0,Delivery Delay (7 days),14.0
3,Ya***,2329,2025-09-05,2025-09-12,2025-09-18,13.0,2950,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2950,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,82.5,59.5,25.0,2.1,300.0,142.8571428571429,1,,13.0
3,Al*,1529,2025-09-05,2025-09-12,2025-09-16,11.0,2949,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2949,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,75.5,55.5,22.5,1.95,233.3333333333333,119.6581196581197,1,,11.0
3,Hu*****,1720,2025-09-05,2025-09-12,2025-09-21,16.0,2948,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2948,3,3,September,Factory                                          ,7,Emirati,L,74.0,52.5,23.5,1.9,233.3333333333333,122.8070175438597,0,Major Delivery Delay (9 days),16.0
6,Kh***,1685,2025-09-05,2025-09-12,,,2947,001,Tailoring,1800.0,234.7826086956522,900.0,Recived,2947,6,1,September,Factory                                          ,7,Modern Slim Fit,XL,73.5,56.0,23.0,1.95,300.0,153.8461538461538,1,,7.0
3,Ry**,1518,2025-09-05,2025-09-12,2025-09-19,14.0,2946,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2946,3,3,September,Factory                                          ,7,Saudi Classic,M,71.5,53.0,21.5,1.85,233.3333333333333,126.1261261261261,0,Delivery Delay (7 days),14.0
3,Ah***,567,2025-09-05,2025-09-12,2025-09-21,16.0,2951,001,Tailoring,900.0,117.3913043478261,350.0,Recived,2951,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,75.5,58.0,23.5,2.0,300.0,150.0,0,Major Delivery Delay (9 days),16.0
3,Su*****,1224,2025-09-05,2025-09-12,2025-09-20,15.0,2944,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2944,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,74.5,54.0,23.0,1.95,233.3333333333333,119.6581196581197,0,Major Delivery Delay (8 days),15.0
3,Ba****,1554,2025-09-05,2025-09-12,2025-09-19,14.0,2945,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2945,3,3,September,Factory                                          ,7,Saudi Classic,XL,74.0,54.0,23.5,1.95,233.3333333333333,119.6581196581197,0,Delivery Delay (7 days),14.0
3,Ab** Ry****,2333,2025-09-06,2025-09-13,2025-09-18,12.0,2961,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2961,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,75.5,56.0,23.5,2.0,233.3333333333333,116.6666666666667,1,,12.0
3,Ib******,1208,2025-09-06,2025-09-13,2025-09-11,5.0,2960,001,Tailoring,540.0,70.43478260869566,150.0,Recived,2960,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,73.5,54.5,23.5,1.95,180.0,92.3076923076923,1,,5.0
3,Mo*****,1566,2025-09-06,2025-09-13,2025-09-26,20.0,2959,001,Tailoring,830.0,108.2608695652174,350.0,Recived,2959,3,3,September,Factory                                          ,7,Emirati,S,69.5,51.5,20.5,1.8,276.6666666666667,153.7037037037037,0,Major Delivery Delay (13 days),20.0
3,Hu*****,10,2025-09-06,2025-09-13,2025-09-25,19.0,2958,001,Tailoring,1100.0,143.4782608695652,550.0,Recived,2958,3,3,September,Factory                                          ,7,Modern Slim Fit,M,71.5,52.0,22.0,1.85,366.6666666666667,198.1981981981982,0,Major Delivery Delay (12 days),19.0
9,Sa**,2090,2025-09-06,2025-09-13,,,2957,001,Tailoring,2700.0,352.1739130434783,1350.0,Recived,2957,9,9,September,Factory                                          ,7,Saudi Classic,M,73.0,51.5,22.0,1.85,300.0,162.1621621621622,1,,7.0
3,Lu**,2332,2025-09-06,2025-09-13,2025-09-16,10.0,2956,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2956,3,3,September,Factory                                          ,7,Saudi Classic,XXI,76.0,58.0,24.5,2.0,300.0,150.0,1,,10.0
6,Ma***,2331,2025-09-06,2025-09-13,,,2955,001,Tailoring,1450.0,189.1304347826087,700.0,Recived,2955,6,6,September,Factory                                          ,7,Emirati,XL,73.5,54.0,23.0,1.95,241.6666666666667,123.9316239316239,1,,7.0
3,Mo*****,1931,2025-09-06,2025-09-13,2025-09-11,5.0,2953,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2953,3,3,September,Factory                                          ,7,Modern Slim Fit,L,74.0,52.5,22.5,1.9,233.3333333333333,122.8070175438597,1,,5.0
3,Mo*****,2334,2025-09-06,2025-09-13,2025-09-13,7.0,2962,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2962,3,3,September,Factory                                          ,7,Saudi Classic,XXI,75.5,57.0,23.5,2.0,233.3333333333333,116.6666666666667,1,,7.0
1,Ba****,638,2025-09-06,2025-09-13,,,2954,001,Tailoring,380.0,49.56521739130435,0.0,Recived,2954,0,0,September,Factory                                          ,7,Emirati,L,74.0,53.0,23.5,1.9,0.0,0.0,1,,7.0
3,Mo*****,2336,2025-09-07,2025-09-14,2025-09-24,17.0,2967,001,Tailoring,800.0,104.3478260869565,350.0,Recived,2967,3,3,September,Factory                                          ,7,Emirati,L,73.0,52.5,23.0,1.9,266.6666666666667,140.3508771929825,0,Major Delivery Delay (10 days),17.0
3,Ah***,1814,2025-09-07,2025-09-14,2025-09-18,11.0,2968,001,Tailoring,730.0,95.21739130434783,350.0,Recived,2968,3,3,September,Factory                                          ,7,Modern Slim Fit,M,71.0,51.0,22.0,1.85,243.3333333333333,131.5315315315315,1,,11.0
3,Mo*****,1234,2025-09-07,2025-09-14,2025-09-24,17.0,2970,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2970,3,3,September,Factory                                          ,7,Modern Slim Fit,L,75.5,55.5,23.0,1.9,233.3333333333333,122.8070175438597,0,Major Delivery Delay (10 days),17.0
3,Ya**,1253,2025-09-07,2025-09-14,,,2971,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2971,3,3,September,Factory                                          ,7,Emirati,XL,74.5,55.0,23.0,1.95,233.3333333333333,119.6581196581197,1,,7.0
3,As***,402,2025-09-07,2025-09-14,2025-09-26,19.0,2966,001,Tailoring,900.0,117.3913043478261,300.0,Recived,2966,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,77.5,56.5,23.5,2.0,300.0,150.0,0,Major Delivery Delay (12 days),19.0
3,Hi***,2335,2025-09-07,2025-09-14,2025-09-25,18.0,2965,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2965,3,3,September,Factory                                          ,7,Modern Slim Fit,XXXXL,80.5,62.0,25.0,2.1,233.3333333333333,111.1111111111111,0,Major Delivery Delay (11 days),18.0
2,Du***,1897,2025-09-07,2025-09-14,,,2963,,Tailoring,400.0,52.17391304347826,60.0,Recived,2963,0,0,September,Factory                                          ,7,Saudi Classic,S,70.5,49.5,20.5,1.8,0.0,0.0,1,,7.0
6,Fa***,1605,2025-09-07,2025-09-14,,,2964,001,Tailoring,1400.0,182.6086956521739,700.0,Recived,2964,0,0,September,Factory                                          ,7,Emirati,XXXXL,81.5,60.5,25.0,2.1,0.0,0.0,1,,7.0
3,Ha****,2329,2025-09-08,2025-09-15,2025-09-24,16.0,2977,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2977,3,3,September,Factory                                          ,7,Modern Slim Fit,M,71.0,52.5,22.0,1.85,300.0,162.1621621621622,0,Major Delivery Delay (9 days),16.0
3,Ha***,190,2025-09-08,2025-09-15,,,2976,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2976,0,0,September,Factory                                          ,7,Saudi Classic,XXXXL,80.5,61.0,25.0,2.1,0.0,0.0,1,,7.0
3,No**,2337,2025-09-08,2025-09-15,2025-09-28,20.0,2974,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2974,3,3,September,Factory                                          ,7,Modern Slim Fit,S,70.0,49.5,20.5,1.8,300.0,166.6666666666667,0,Major Delivery Delay (13 days),20.0
1,Ma***,2159,2025-09-08,2025-09-15,2025-09-10,2.0,2973,001,Tailoring,135.0,17.60869565217391,95.0,Recived,2973,1,1,September,Factory                                          ,7,Emirati,S,71.5,49.0,21.5,1.8,135.0,75.0,1,,2.0
1,Ab*********,761,2025-09-08,2025-09-15,2025-09-14,6.0,2975,001,Tailoring,200.0,26.08695652173913,0.0,Recived,2975,1,1,September,Factory                                          ,7,Saudi Classic,L,74.5,54.5,22.5,1.9,200.0,105.2631578947368,1,,6.0
3,Ib******,2156,2025-09-08,2025-09-15,2025-09-26,18.0,2972,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2972,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,79.5,60.0,25.5,2.1,233.3333333333333,111.1111111111111,0,Major Delivery Delay (11 days),18.0
3,Es***,2340,2025-09-09,2025-09-16,2025-09-18,9.0,2985,001,Tailoring,770.0,100.4347826086957,350.0,Recived,2985,3,3,September,Factory                                          ,7,Saudi Classic,S,71.5,50.0,20.5,1.8,256.6666666666667,142.5925925925926,1,,9.0
1,Am****,2342,2025-09-09,2025-09-16,2025-09-18,9.0,2986,001,Tailoring,300.0,39.1304347826087,0.0,Recived,2986,1,1,September,Factory                                          ,7,Saudi Classic,M,70.5,53.0,22.5,1.85,300.0,162.1621621621622,1,,9.0
3,Ab*********,2309,2025-09-09,2025-09-16,2025-09-13,4.0,2983,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2983,3,3,September,Factory                                          ,7,Modern Slim Fit,S,69.0,49.5,21.0,1.8,233.3333333333333,129.6296296296296,1,,4.0
1,Ab*********,2343,2025-09-09,2025-09-16,2025-09-25,16.0,2987,001,Tailoring,172.5,22.5,57.5,Recived,2987,1,1,September,Factory                                          ,7,Emirati,XL,74.5,53.5,23.5,1.95,172.5,88.46153846153847,0,Major Delivery Delay (9 days),16.0
3,Mo*****,2343,2025-09-09,2025-09-16,2025-09-25,16.0,2988,001,Tailoring,517.5,67.5,172.5,Recived,2988,3,3,September,Factory                                          ,7,Modern Slim Fit,M,71.5,51.0,22.0,1.85,172.5,93.24324324324324,0,Major Delivery Delay (9 days),16.0
3,Ab*******,2338,2025-09-09,2025-09-16,2025-09-22,13.0,2978,001,Tailoring,900.0,117.3913043478261,350.0,Recived,2978,3,3,September,Factory                                          ,7,Modern Slim Fit,L,72.5,53.0,23.0,1.9,300.0,157.8947368421053,0,Delivery Delay (6 days),13.0
3,Ry**,348,2025-09-09,2025-09-16,,,2979,001,Tailoring,1000.0,130.4347826086957,350.0,Recived,2979,3,3,September,Factory                                          ,7,Modern Slim Fit,XXXXL,82.0,62.5,24.5,2.1,333.3333333333333,158.7301587301587,1,,7.0
3,Ba****,2339,2025-09-09,2025-09-16,2025-09-24,15.0,2980,001,Tailoring,800.0,104.3478260869565,350.0,Recived,2980,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,82.0,59.5,25.0,2.1,266.6666666666667,126.984126984127,0,Major Delivery Delay (8 days),15.0
3,Ra****,1950,2025-09-09,2025-09-16,,,2981,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2981,3,3,September,Factory                                          ,7,Saudi Classic,S,71.5,50.5,21.5,1.8,233.3333333333333,129.6296296296296,1,,7.0
3,Fa****,943,2025-09-09,2025-09-16,2025-09-14,5.0,2982,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2982,3,3,September,Factory                                          ,7,Saudi Classic,M,71.0,51.0,22.5,1.85,233.3333333333333,126.1261261261261,1,,5.0
6,Ba****,2341,2025-09-09,2025-09-16,2025-09-20,11.0,2984,001,Tailoring,1400.0,182.6086956521739,700.0,Recived,2984,6,6,September,Factory                                          ,7,Saudi Classic,S,68.5,49.5,20.5,1.8,233.3333333333333,129.6296296296296,1,,11.0
3,Fa***,1168,2025-09-10,2025-09-17,2025-09-22,12.0,2992,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2992,3,3,September,Factory                                          ,7,Saudi Classic,XL,76.5,54.0,22.5,1.95,300.0,153.8461538461538,1,,12.0
2,Mo*****,7,2025-09-10,2025-09-17,,,2993,001,Tailoring,0.0,0.0,0.0,Recived,2993,2,2,September,Factory                                          ,7,Modern Slim Fit,L,74.0,53.5,22.5,1.9,0.0,0.0,1,,7.0
1,Mo*****,1172,2025-09-10,2025-09-17,2025-09-21,11.0,2994,001,Tailoring,300.0,39.1304347826087,0.0,Recived,2994,1,1,September,Factory                                          ,7,Modern Slim Fit,S,70.0,50.0,21.0,1.8,300.0,166.6666666666667,1,,11.0
3,Ab*******,1553,2025-09-10,2025-09-17,,,2991,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2991,3,3,September,Factory                                          ,7,Saudi Classic,XXI,77.5,57.0,24.0,2.0,233.3333333333333,116.6666666666667,1,,7.0
3,Om**,1307,2025-09-10,2025-09-17,2025-09-27,17.0,2990,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2990,3,3,September,Factory                                          ,7,Emirati,XL,76.5,54.5,23.5,1.95,233.3333333333333,119.6581196581197,0,Major Delivery Delay (10 days),17.0
2,Ab*********,2186,2025-09-10,2025-09-17,2025-09-26,16.0,2989,001,Tailoring,400.0,52.17391304347826,60.0,Recived,2989,2,2,September,Factory                                          ,7,Emirati,XL,73.5,53.5,23.0,1.95,200.0,102.5641025641026,0,Major Delivery Delay (9 days),16.0
2,Ry***,317,2025-09-11,2025-09-18,2025-09-24,13.0,2995,001,Tailoring,360.0,46.95652173913044,100.0,Recived,2995,2,2,September,Factory                                          ,7,Saudi Classic,S,71.5,51.5,21.0,1.8,180.0,100.0,0,Delivery Delay (6 days),13.0
3,Ta**,1208,2025-09-11,2025-09-18,2025-09-17,6.0,2996,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2996,3,3,September,Factory                                          ,7,Saudi Classic,M,72.5,51.0,21.5,1.85,300.0,162.1621621621622,1,,6.0
1,Ha***,2311,2025-09-11,2025-09-18,,,2997,001,Tailoring,250.0,32.60869565217391,0.0,Recived,2997,1,1,September,Factory                                          ,7,Modern Slim Fit,M,72.0,52.0,22.0,1.85,250.0,135.1351351351351,1,,7.0
3,Mo*****,2346,2025-09-12,2025-09-19,2025-09-24,12.0,3000,001,Tailoring,1000.0,130.4347826086957,350.0,Recived,3000,3,3,September,Factory                                          ,7,Modern Slim Fit,L,74.0,53.0,22.5,1.9,333.3333333333333,175.4385964912281,1,,12.0
3,Mo*****,2344,2025-09-12,2025-09-19,2025-09-14,2.0,2998,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2998,3,3,September,Factory                                          ,7,Emirati,XXXXL,80.0,59.5,25.0,2.1,233.3333333333333,111.1111111111111,1,,2.0
3,Az***,2344,2025-09-12,2025-09-19,2025-09-14,2.0,2998,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2998,3,3,September,Factory                                          ,7,Emirati,S,71.5,49.5,20.5,1.8,233.3333333333333,129.6296296296296,1,,2.0
3,Ha***,2345,2025-09-12,2025-09-19,2025-09-25,13.0,2999,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2999,3,3,September,Factory                                          ,7,Saudi Classic,XL,73.5,54.0,22.5,1.95,233.3333333333333,119.6581196581197,0,Delivery Delay (6 days),13.0
3,Mo*****,2346,2025-09-12,2025-09-19,2025-09-24,12.0,3000,001,Tailoring,1000.0,130.4347826086957,350.0,Recived,3000,3,3,September,Factory                                          ,7,Saudi Classic,L,72.5,55.5,23.5,1.9,333.3333333333333,175.4385964912281,1,,12.0
1,Al*,2347,2025-09-12,2025-09-19,2025-09-19,7.0,3001,001,Tailoring,420.0,54.78260869565217,0.0,Recived,3001,1,1,September,Factory                                          ,7,Saudi Classic,XL,74.5,56.5,22.5,1.95,420.0,215.3846153846154,1,,7.0
1,Ha***,2349,2025-09-12,2025-09-19,,,3002,001,Tailoring,300.0,39.1304347826087,0.0,Recived,3002,1,1,September,Factory                                          ,7,Saudi Classic,S,69.0,51.5,21.5,1.8,300.0,166.6666666666667,1,,7.0
1,Ab*********,2350,2025-09-12,2025-09-19,,,3003,001,Tailoring,300.0,39.1304347826087,0.0,Recived,3003,1,1,September,Factory                                          ,7,Saudi Classic,XXI,78.5,56.0,23.5,2.0,300.0,150.0,1,,7.0
1,Mo*****,2353,2025-09-13,2025-09-20,2025-09-19,6.0,3008,001,Tailoring,520.0,67.82608695652173,10.0,Recived,3008,1,1,September,Factory                                          ,7,Modern Slim Fit,S,71.0,49.0,20.5,1.8,520.0,288.8888888888889,1,,6.0
1,Ab*********,2352,2025-09-13,2025-09-20,2025-09-19,6.0,3007,001,Tailoring,300.0,39.1304347826087,10.0,Recived,3007,1,1,September,Factory                                          ,7,Saudi Classic,XXI,77.5,57.5,24.0,2.0,300.0,150.0,1,,6.0
3,Ha***,2351,2025-09-13,2025-09-20,2025-09-23,10.0,3006,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3006,3,3,September,Factory                                          ,7,Saudi Classic,S,69.5,50.5,21.5,1.8,300.0,166.6666666666667,1,,10.0
3,Ma***,1992,2025-09-13,2025-09-20,2025-09-23,10.0,3005,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3005,3,3,September,Factory                                          ,7,Modern Slim Fit,L,72.5,55.5,22.5,1.9,300.0,157.8947368421053,1,,10.0
3,Ah***,1818,2025-09-13,2025-09-20,2025-09-24,11.0,3011,001,Tailoring,940.0,122.6086956521739,350.0,Recived,3011,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,76.5,56.5,23.5,1.95,313.3333333333333,160.6837606837607,1,,11.0
1,Ha***,2354,2025-09-13,2025-09-20,2025-09-19,6.0,3009,001,Tailoring,380.0,49.56521739130435,0.0,Recived,3009,1,1,September,Factory                                          ,7,Modern Slim Fit,XL,74.5,53.5,22.5,1.95,380.0,194.8717948717949,1,,6.0
3,Ah***,1976,2025-09-13,2025-09-20,2025-09-28,15.0,3012,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3012,3,3,September,Factory                                          ,7,Emirati,S,69.0,49.0,20.5,1.8,300.0,166.6666666666667,0,Major Delivery Delay (8 days),15.0
5,Ha***,1295,2025-09-13,2025-09-20,,,3004,001,Tailoring,1050.0,136.9565217391304,150.0,Recived,3004,5,5,September,Factory                                          ,7,Emirati,XL,74.5,55.0,23.5,1.95,210.0,107.6923076923077,1,,7.0
